Year,Month,Day,Movement,UOM,Family,Material,Business_Unit,Client,Region,Representative,Item,Sales_Quantity,Gross_Revenue,Net_Revenue,COGS,EBIT,Inventory,Price
2011,3,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,7700,49318.50,34170.67,23958.55,10212.12,47917.10,6.41
2011,3,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,15400,105105.00,72822.74,47917.10,24905.64,95834.20,6.83
2011,3,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,32120,210787.50,146045.62,102731.60,43314.02,205463.20,6.56
2011,3,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0559,SC,Representative 49,Item 0026,2200,14553.00,10914.75,6845.30,4069.45,13690.60,6.62
2011,3,7,Sales,kg,Family 14,Material 44,BU Bravo,Client 0054,PR,Representative 49,Item 0026,660,4296.60,3222.45,2143.41,1079.04,4286.82,6.51
2011,3,7,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,880,5959.80,4186.06,2857.89,1328.17,5715.78,6.77
2011,3,7,Sales,kg,Family 14,Material 44,BU Bravo,Client 0728,SC,Representative 07,Item 0026,440,3049.20,2141.70,1428.94,712.76,2857.88,6.93
2011,3,7,Sales,kg,Family 14,Material 44,BU Bravo,Client 1276,PR,Representative 49,Item 0026,1100,6872.25,5154.19,3466.76,1687.43,6933.52,6.25
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,11000,67567.50,46814.62,33380.60,13434.02,66761.20,6.14
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 0119,PB,Representative 27,Item 0026,4400,24717.00,19714.75,13352.24,6362.51,26704.48,5.62
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 1133,CE,Representative 39,Item 0026,5500,29741.25,23722.19,16690.30,7031.89,33380.60,5.41
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 1247,PE,Representative 27,Item 0026,6600,37144.80,29627.40,20028.36,9599.04,40056.72,5.63
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,2200,12127.50,9673.12,6676.12,2997.00,13352.24,5.51
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,5500,32166.75,24125.06,16690.30,7434.76,33380.60,5.85
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 1074,GO,Representative 24,Item 0026,6600,40425.53,27084.74,20028.36,7056.38,40056.72,6.13
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 1287,RJ,Representative 35,Item 0026,220,1586.94,1022.17,667.61,354.56,1335.22,7.21
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 0032,CE,Representative 39,Item 0026,13200,76230.00,60802.50,40056.72,20745.78,80113.44,5.78
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,1760,10718.40,7426.32,5476.24,1950.08,10952.48,6.09
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,17380,112231.35,77760.30,52741.34,25018.96,105482.68,6.46
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,33000,216562.50,150046.87,100920.02,49126.85,201840.04,6.56
2011,3,7,Sales,kg,Family 14,Material 44,BU Charlie,Client 0683,AM,Representative 12,Item 0026,26400,146318.54,123251.04,81128.52,42122.52,162257.04,5.54
2011,3,14,Sales,kg,Family 14,Material 44,BU Bravo,Client 0054,PR,Representative 49,Item 0026,440,2864.40,2148.30,1428.94,719.36,2857.88,6.51
2011,3,14,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,2860,19369.35,13604.67,9288.14,4316.53,18576.28,6.77
2011,3,14,Sales,kg,Family 14,Material 44,BU Bravo,Client 0728,SC,Representative 07,Item 0026,660,4573.80,3212.55,2143.42,1069.13,4286.84,6.93
2011,3,14,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,440,2725.80,2174.15,1369.06,805.09,2738.12,6.20
2011,3,14,Sales,kg,Family 14,Material 44,BU Charlie,Client 0705,PR,Representative 49,Item 0026,2200,14322.00,10741.50,6845.30,3896.20,13690.60,6.51
2011,3,14,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,4019.40,3014.55,2053.59,960.96,4107.18,6.09
2011,3,14,Sales,kg,Family 14,Material 44,BU Charlie,Client 0783,MT,Representative 24,Item 0026,1100,6121.50,4882.62,3422.65,1459.97,6845.30,5.57
2011,3,14,Sales,kg,Family 14,Material 44,BU Charlie,Client 0454,SP,Representative 43,Item 0026,9240,60637.50,42013.12,28750.26,13262.86,57500.52,6.56
2011,3,14,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,11440,71748.60,49711.53,35595.56,14115.97,71191.12,6.27
2011,3,14,Sales,kg,Family 14,Material 44,BU Charlie,Client 0996,RS,Representative 12,Item 0026,1100,7218.75,5414.06,3422.65,1991.41,6845.30,6.56
2011,3,21,Sales,kg,Family 14,Material 44,BU Alpha,Client 0638,RS,Representative 57,Item 0026,220,1570.80,1103.30,712.54,390.76,1425.08,7.14
2011,3,21,Sales,kg,Family 14,Material 44,BU Alpha,Client 0307,RS,Representative 57,Item 0026,220,1621.62,1139.01,712.54,426.47,1425.08,7.37
2011,3,21,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,440,2979.90,2093.03,1428.94,664.09,2857.88,6.77
2011,3,21,Sales,kg,Family 14,Material 44,BU Bravo,Client 0728,SC,Representative 07,Item 0026,2200,14945.70,10497.58,7144.72,3352.86,14289.44,6.79
2011,3,21,Sales,kg,Family 14,Material 44,BU Charlie,Client 0472,RJ,Representative 35,Item 0026,1100,7911.75,5933.81,3422.65,2511.16,6845.30,7.19
2011,3,21,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,220,1339.80,1004.86,684.53,320.33,1369.06,6.09
2011,3,21,Sales,kg,Family 14,Material 44,BU Charlie,Client 0471,AL,Representative 27,Item 0026,6600,37768.50,30124.87,20535.90,9588.97,41071.80,5.72
2011,3,21,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1100,6849.15,5136.86,3422.65,1714.21,6845.30,6.23
2011,3,21,Sales,kg,Family 14,Material 44,BU Charlie,Client 1070,SP,Representative 12,Item 0026,11000,71610.00,49615.50,34226.50,15389.00,68453.00,6.51
2011,3,21,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,8800,60060.00,41612.99,27381.20,14231.79,54762.40,6.83
2011,3,21,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,30580,200681.25,139043.44,95149.67,43893.77,190299.34,6.56
2011,3,21,Sales,kg,Family 14,Material 44,BU Charlie,Client 0683,AM,Representative 12,Item 0026,13200,73159.27,61625.52,41071.80,20553.72,82143.60,5.54
2011,3,28,Sales,kg,Family 14,Material 44,BU Alpha,Client 0711,RS,Representative 25,Item 0026,640,4717.44,3313.45,2072.83,1240.62,4145.66,7.37
2011,3,28,Sales,kg,Family 14,Material 44,BU Bravo,Client 0054,PR,Representative 49,Item 0026,1546,10064.46,7548.35,4872.37,2675.98,9744.74,6.51
2011,3,28,Sales,kg,Family 14,Material 44,BU Bravo,Client 0019,SC,Representative 12,Item 0026,6600,41302.80,29010.30,20800.56,8209.74,41601.12,6.26
2011,3,28,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,2200,14899.50,10465.12,6933.52,3531.60,13867.04,6.77
2011,3,28,Sales,kg,Family 14,Material 44,BU Bravo,Client 1276,PR,Representative 49,Item 0026,1100,6872.25,5154.19,3466.76,1687.43,6933.52,6.25
2011,3,28,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,2860,19369.35,13604.65,9288.14,4316.51,18576.28,6.77
2011,3,28,Sales,kg,Family 14,Material 44,BU Bravo,Client 0728,SC,Representative 07,Item 0026,880,5978.28,4199.04,2857.89,1341.15,5715.78,6.79
2011,3,28,Sales,kg,Family 14,Material 44,BU Bravo,Client 1276,PR,Representative 49,Item 0026,1100,7276.50,5457.37,3572.36,1885.01,7144.72,6.62
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,11000,67567.50,46814.62,33380.60,13434.02,66761.20,6.14
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 1005,MS,Representative 24,Item 0026,1100,6525.75,5205.06,3338.06,1867.00,6676.12,5.93
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0119,PB,Representative 27,Item 0026,8360,46962.30,37458.03,25369.25,12088.78,50738.50,5.62
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0793,CE,Representative 11,Item 0026,440,2762.76,2203.64,1335.22,868.42,2670.44,6.28
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 1247,PE,Representative 27,Item 0026,2200,12381.60,9875.80,6676.12,3199.68,13352.24,5.63
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,1320,7788.00,5665.77,4005.67,1660.10,8011.34,5.90
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,1100,6433.35,4825.01,3338.06,1486.95,6676.12,5.85
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0575,PE,Representative 27,Item 0026,5500,31762.50,25334.37,16690.30,8644.07,33380.60,5.78
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1100,6675.90,5006.92,3338.06,1668.86,6676.12,6.07
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 1287,RJ,Representative 35,Item 0026,220,1586.94,1022.17,667.61,354.56,1335.22,7.21
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,9900,60291.00,41773.05,30042.54,11730.51,60085.08,6.09
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,8800,56826.00,39372.30,26704.48,12667.82,53408.96,6.46
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,10340,67856.25,47014.69,31377.76,15636.93,62755.52,6.56
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0996,RS,Representative 12,Item 0026,1100,7218.75,5414.06,3338.06,2076.00,6676.12,6.56
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,220,1362.90,1087.07,684.53,402.54,1369.06,6.20
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,2200,12705.00,10133.74,6845.30,3288.44,13690.60,5.78
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0793,CE,Representative 11,Item 0026,440,2762.76,2203.64,1369.06,834.58,2738.12,6.28
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0871,PI,Representative 27,Item 0026,8580,49099.05,39162.33,26696.67,12465.66,53393.34,5.72
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0663,PI,Representative 27,Item 0026,9020,51616.95,41170.67,28065.73,13104.94,56131.46,5.72
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 1274,MG,Representative 29,Item 0026,1100,7161.00,5370.75,3422.65,1948.10,6845.30,6.51
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,2200,13698.30,10273.72,6845.30,3428.42,13690.60,6.23
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0686,RN,Representative 27,Item 0026,2200,12705.00,10133.74,6845.30,3288.44,13690.60,5.78
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,5500,35227.50,24407.62,17113.25,7294.37,34226.50,6.41
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,10780,73573.50,50975.92,33541.97,17433.95,67083.94,6.83
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,20240,132825.00,92028.74,62976.76,29051.98,125953.52,6.56
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 1471,PR,Representative 49,Item 0026,440,2910.60,2182.95,1369.06,813.89,2738.12,6.62
2011,3,28,Sales,kg,Family 14,Material 44,BU Charlie,Client 0683,AM,Representative 12,Item 0026,6600,36433.90,30690.00,20535.90,10154.10,41071.80,5.52
2011,4,2,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,220,1612.38,1132.49,718.10,414.39,1436.20,7.33
2011,4,2,Sales,kg,Family 14,Material 44,BU Alpha,Client 0453,RS,Representative 57,Item 0028,60,488.25,421.99,237.67,184.32,475.34,8.14
2011,4,2,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,1320,8939.70,6279.09,4480.48,1798.61,8960.96,6.77
2011,4,2,Sales,kg,Family 14,Material 44,BU Bravo,Client 0728,SC,Representative 07,Item 0026,660,4490.64,3154.14,2240.24,913.90,4480.48,6.80
2011,4,2,Sales,kg,Family 14,Material 44,BU Bravo,Client 1276,PR,Representative 49,Item 0026,1320,8731.80,6548.85,4480.48,2068.37,8960.96,6.62
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,440,2725.80,2174.14,1476.38,697.76,2952.76,6.20
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,4400,28366.80,19654.14,14763.76,4890.38,29527.52,6.45
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0583,ES,Representative 37,Item 0026,3300,19750.50,15753.37,11072.82,4680.55,22145.64,5.99
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,2200,13167.00,10502.24,7381.88,3120.36,14763.76,5.99
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 1298,RS,Representative 25,Item 0026,1100,6814.50,5110.87,3690.94,1419.93,7381.88,6.20
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 1133,CE,Representative 39,Item 0026,5500,29337.00,23399.75,18454.70,4945.05,36909.40,5.33
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0439,CE,Representative 39,Item 0026,2640,14553.00,11607.75,8858.26,2749.49,17716.52,5.51
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0793,CE,Representative 11,Item 0026,440,2762.76,2203.64,1476.38,727.26,2952.76,6.28
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0798,SP,Representative 10,Item 0026,440,3280.20,2272.71,1476.38,796.33,2952.76,7.46
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 1247,PE,Representative 27,Item 0026,6600,37144.80,29627.40,22145.64,7481.76,44291.28,5.63
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,880,5544.00,4033.26,2952.75,1080.51,5905.50,6.30
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,3300,17948.70,14316.23,11072.82,3243.41,22145.64,5.44
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,6600,39293.10,29469.83,22145.64,7324.19,44291.28,5.95
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0471,AL,Representative 27,Item 0026,2200,12589.50,10041.62,7381.88,2659.74,14763.76,5.72
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0575,PE,Representative 27,Item 0026,4400,25410.00,20267.50,14763.76,5503.74,29527.52,5.78
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,1100,6294.75,5020.81,3690.94,1329.87,7381.88,5.72
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 1274,MG,Representative 29,Item 0026,660,4296.60,3222.45,2214.56,1007.89,4429.12,6.51
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7900.20,5925.14,4429.13,1496.01,8858.26,5.99
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 1287,RJ,Representative 35,Item 0026,220,1586.94,1022.17,738.19,283.98,1476.38,7.21
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0032,CE,Representative 39,Item 0026,6600,38115.00,30401.24,22145.64,8255.60,44291.28,5.78
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,6600,42273.00,29289.15,22145.64,7143.51,44291.28,6.41
2011,4,2,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,20680,138138.00,95709.90,69389.68,26320.22,138779.36,6.68
2011,4,11,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,1100,7449.75,5232.56,3733.73,1498.83,7467.46,6.77
2011,4,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 1203,EX,Representative 20,Item 0026,3960,15095.52,15095.52,13287.38,1808.14,26574.76,3.81
2011,4,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,2200,13167.00,10502.24,7381.88,3120.36,14763.76,5.99
2011,4,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 0982,SP,Representative 02,Item 0026,880,6283.20,4353.36,2952.75,1400.61,5905.50,7.14
2011,4,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 0570,DF,Representative 24,Item 0026,440,2541.00,2026.75,1476.38,550.37,2952.76,5.78
2011,4,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,6600,42273.00,29289.15,22145.64,7143.51,44291.28,6.41
2011,4,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,20240,138138.00,95709.90,67913.30,27796.60,135826.60,6.83
2011,4,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 1471,PR,Representative 49,Item 0026,1100,7276.50,5457.37,3690.94,1766.43,7381.88,6.62
2011,4,18,Sales,kg,Family 14,Material 44,BU Alpha,Client 0866,RS,Representative 25,Item 0026,440,2864.40,2011.90,1436.20,575.70,2872.40,6.51
2011,4,18,Sales,kg,Family 14,Material 44,BU Bravo,Client 1100,SP,Representative 12,Item 0026,4180,24139.50,18104.62,14188.17,3916.45,28376.34,5.78
2011,4,18,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,2200,14899.50,10465.12,7467.46,2997.66,14934.92,6.77
2011,4,18,Sales,kg,Family 14,Material 44,BU Bravo,Client 1276,PR,Representative 49,Item 0026,1320,8731.80,6548.85,4480.48,2068.37,8960.96,6.62
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,440,2725.80,2174.15,1476.38,697.77,2952.76,6.20
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0372,SP,Representative 43,Item 0026,440,3049.20,2112.66,1476.38,636.28,2952.76,6.93
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 1298,RS,Representative 25,Item 0026,1100,6814.50,5110.87,3690.94,1419.93,7381.88,6.20
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0119,PB,Representative 27,Item 0026,6600,37075.50,29572.12,22145.64,7426.48,44291.28,5.62
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 1247,PE,Representative 27,Item 0026,220,1238.16,987.58,738.19,249.39,1476.38,5.63
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0783,MT,Representative 24,Item 0026,1100,6410.25,5112.94,3690.94,1422.00,7381.88,5.83
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 1274,MG,Representative 29,Item 0026,660,4296.60,3222.45,2214.56,1007.89,4429.12,6.51
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1540,9216.90,6912.67,5167.32,1745.35,10334.64,5.99
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 1074,GO,Representative 24,Item 0026,6600,41250.56,27637.50,22145.64,5491.86,44291.28,6.25
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 1070,SP,Representative 12,Item 0026,9240,60152.40,41677.01,31003.90,10673.11,62007.80,6.51
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,6600,42273.00,29289.15,22145.64,7143.51,44291.28,6.41
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,20020,136636.50,94669.56,67175.11,27494.45,134350.22,6.83
2011,4,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0559,SC,Representative 49,Item 0026,2640,17463.60,13097.69,8858.26,4239.43,17716.52,6.62
2011,4,25,Sales,kg,Family 14,Material 44,BU Alpha,Client 1480,RS,Representative 57,Item 0026,220,1593.90,1119.52,718.10,401.42,1436.20,7.25
2011,4,25,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,220,1612.38,1132.49,718.10,414.39,1436.20,7.33
2011,4,25,Sales,kg,Family 14,Material 44,BU Bravo,Client 1100,SP,Representative 12,Item 0026,13420,84892.50,59616.97,45123.61,14493.36,90247.22,6.33
2011,4,25,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,1100,7449.75,5232.56,3733.73,1498.83,7467.46,6.77
2011,4,25,Sales,kg,Family 14,Material 44,BU Bravo,Client 1276,PR,Representative 49,Item 0026,1320,8731.80,6548.85,4480.48,2068.37,8960.96,6.62
2011,4,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 1254,MG,Representative 29,Item 0026,440,3141.60,2356.20,1476.38,879.82,2952.76,7.14
2011,4,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 0982,SP,Representative 02,Item 0026,1760,12566.40,8706.72,5905.50,2801.22,11811.00,7.14
2011,4,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 0471,AL,Representative 27,Item 0026,6600,37768.50,30124.87,22145.64,7979.23,44291.28,5.72
2011,5,9,Sales,kg,Family 14,Material 44,BU Alpha,Client 0703,RS,Representative 25,Item 0026,440,2860.00,2109.25,1493.67,615.58,2987.34,6.50
2011,5,9,Sales,kg,Family 14,Material 44,BU Alpha,Client 0573,RS,Representative 57,Item 0026,220,1501.50,1054.62,746.83,307.79,1493.66,6.83
2011,5,9,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,220,1612.38,1132.49,746.83,385.66,1493.66,7.33
2011,5,9,Sales,kg,Family 14,Material 44,BU Charlie,Client 0372,SP,Representative 43,Item 0026,440,3049.20,2112.66,1439.86,672.80,2879.72,6.93
2011,5,9,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,4088.70,3066.53,2159.78,906.75,4319.56,6.20
2011,5,9,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,220,1364.00,992.31,719.93,272.38,1439.86,6.20
2011,5,9,Sales,kg,Family 14,Material 44,BU Charlie,Client 1496,PR,Representative 57,Item 0026,1760,11457.60,8593.20,5759.44,2833.76,11518.88,6.51
2011,5,9,Sales,kg,Family 14,Material 44,BU Charlie,Client 0447,SP,Representative 43,Item 0026,660,4608.45,3193.00,2159.78,1033.22,4319.56,6.98
2011,5,9,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,1100,6560.40,5232.70,3599.64,1633.06,7199.28,5.96
2011,5,9,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,8038.80,6029.10,4319.57,1709.53,8639.14,6.09
2011,5,9,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,8140,53418.75,37011.55,26637.34,10374.21,53274.68,6.56
2011,5,16,Sales,kg,Family 14,Material 44,BU Alpha,Client 1480,RS,Representative 57,Item 0026,220,1570.80,1103.30,746.83,356.47,1493.66,7.14
2011,5,16,Sales,kg,Family 14,Material 44,BU Alpha,Client 0701,SC,Representative 57,Item 0026,660,4088.70,3066.53,2240.50,826.03,4481.00,6.20
2011,5,16,Sales,kg,Family 14,Material 44,BU Alpha,Client 0880,RS,Representative 57,Item 0026,220,1628.55,1143.86,746.83,397.03,1493.66,7.40
2011,5,16,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,1980,13721.40,9637.65,6734.38,2903.27,13468.76,6.93
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 1145,PR,Representative 57,Item 0026,220,1432.20,1074.15,719.93,354.22,1439.86,6.51
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,11000,69300.00,48015.00,35996.40,12018.60,71992.80,6.30
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,440,2725.80,2044.35,1439.86,604.49,2879.72,6.20
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,2200,13167.00,10502.24,7199.28,3302.96,14398.56,5.99
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 0560,PE,Representative 27,Item 0026,2200,12705.00,10133.74,7199.28,2934.46,14398.56,5.78
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 0793,CE,Representative 11,Item 0026,440,2762.76,2203.64,1439.86,763.78,2879.72,6.28
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,1100,6820.00,4961.54,3599.64,1361.90,7199.28,6.20
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 1496,PR,Representative 57,Item 0026,1100,7161.00,5370.75,3599.65,1771.10,7199.30,6.51
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 0328,SP,Representative 43,Item 0026,4400,30954.00,21446.70,14398.56,7048.14,28797.12,7.04
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 1252,PE,Representative 27,Item 0026,1320,7900.20,6301.35,4319.57,1981.78,8639.14,5.99
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7830.90,5873.17,4319.57,1553.60,8639.14,5.93
2011,5,16,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,20680,141141.00,97790.54,67673.24,30117.30,135346.48,6.83
2011,5,23,Sales,kg,Family 14,Material 44,BU Alpha,Client 1382,RS,Representative 57,Item 0026,440,3303.30,2320.17,1493.67,826.50,2987.34,7.51
