Year,Month,Day,Movement,UOM,Family,Material,Business_Unit,Client,Region,Representative,Item,Sales_Quantity,Gross_Revenue,Net_Revenue,COGS,EBIT,Inventory,Price
2011,5,23,Sales,kg,Family 14,Material 44,BU Alpha,Client 0814,RS,Representative 57,Item 0026,440,3205.98,2109.25,1493.67,615.58,2987.34,7.29
2011,5,23,Sales,kg,Family 14,Material 44,BU Alpha,Client 0307,RS,Representative 57,Item 0026,1100,7507.50,5273.12,3734.17,1538.95,7468.34,6.83
2011,5,23,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,4620,32016.60,22487.84,15713.54,6774.30,31427.08,6.93
2011,5,23,Sales,kg,Family 14,Material 44,BU Bravo,Client 1276,PR,Representative 49,Item 0026,1100,6930.00,5197.50,3741.32,1456.18,7482.64,6.30
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,220,1362.90,1087.07,719.93,367.14,1439.86,6.20
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 1145,PR,Representative 57,Item 0026,440,2864.40,2148.30,1439.86,708.44,2879.72,6.51
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 0560,PE,Representative 27,Item 0026,2200,12705.00,10133.74,7199.28,2934.46,14398.56,5.78
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,880,5456.00,3969.24,2879.71,1089.53,5759.42,6.20
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,6600,34857.90,27803.33,21597.84,6205.49,43195.68,5.28
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 1496,PR,Representative 57,Item 0026,1320,8593.20,6444.90,4319.58,2125.32,8639.16,6.51
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 0447,SP,Representative 43,Item 0026,440,3072.30,2128.66,1439.86,688.80,2879.72,6.98
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 1274,MG,Representative 29,Item 0026,660,4379.76,3284.83,2159.78,1125.05,4319.56,6.64
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7692.30,5769.21,4319.57,1449.64,8639.14,5.83
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,6600,44005.50,30489.52,21597.84,8891.68,43195.68,6.67
2011,5,23,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,18480,126126.00,87387.30,60473.96,26913.34,120947.92,6.83
2011,5,30,Sales,kg,Family 14,Material 44,BU Alpha,Client 0814,RS,Representative 57,Item 0026,660,4808.97,3163.87,2240.50,923.37,4481.00,7.29
2011,5,30,Sales,kg,Family 14,Material 44,BU Bravo,Client 0728,SC,Representative 07,Item 0026,2200,14784.00,10383.98,7482.64,2901.34,14965.28,6.72
2011,5,30,Sales,kg,Family 14,Material 44,BU Charlie,Client 0472,RJ,Representative 35,Item 0026,1100,7911.75,5933.81,3599.64,2334.17,7199.28,7.19
2011,5,30,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,220,1362.90,1022.17,719.93,302.24,1439.86,6.20
2011,5,30,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,2200,13167.00,10502.24,7199.28,3302.96,14398.56,5.99
2011,5,30,Sales,kg,Family 14,Material 44,BU Charlie,Client 0119,PB,Representative 27,Item 0026,20900,117405.75,93645.05,68393.16,25251.89,136786.32,5.62
2011,5,30,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,440,2728.00,1984.62,1439.86,544.76,2879.72,6.20
2011,5,30,Sales,kg,Family 14,Material 44,BU Charlie,Client 0328,SP,Representative 43,Item 0026,4400,30261.00,20966.55,14398.56,6567.99,28797.12,6.88
2011,5,30,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,3300,17671.50,13253.62,10798.92,2454.70,21597.84,5.36
2011,5,30,Sales,kg,Family 14,Material 44,BU Charlie,Client 0471,AL,Representative 27,Item 0026,6600,37768.50,30124.87,21597.84,8527.03,43195.68,5.72
2011,5,30,Sales,kg,Family 14,Material 44,BU Charlie,Client 1074,GO,Representative 24,Item 0026,6600,40425.54,27084.75,21597.84,5486.91,43195.68,6.13
2011,5,30,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,11440,78078.00,54096.90,37436.26,16660.64,74872.52,6.83
2011,6,6,Sales,kg,Family 14,Material 44,BU Alpha,Client 1382,RS,Representative 57,Item 0026,440,3303.30,2320.17,1493.67,826.50,2987.34,7.51
2011,6,6,Sales,kg,Family 14,Material 44,BU Alpha,Client 0573,RS,Representative 57,Item 0026,1760,12012.00,8437.00,5974.67,2462.33,11949.34,6.83
2011,6,6,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,220,1612.38,1132.50,746.83,385.67,1493.66,7.33
2011,6,6,Sales,kg,Family 14,Material 44,BU Alpha,Client 0814,RS,Representative 57,Item 0026,100,728.63,479.37,345.18,134.19,690.36,7.29
2011,6,6,Sales,kg,Family 14,Material 44,BU Alpha,Client 0527,RS,Representative 57,Item 0028,20,164.85,114.46,81.53,32.93,163.06,8.24
2011,6,6,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,880,5728.80,4296.60,2993.06,1303.54,5986.12,6.51
2011,6,6,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,4840,33541.20,23558.70,16461.81,7096.89,32923.62,6.93
2011,6,6,Sales,kg,Family 14,Material 44,BU Bravo,Client 1276,PR,Representative 49,Item 0026,1100,6930.00,5197.50,3741.32,1456.18,7482.64,6.30
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,4400,25410.00,17605.50,14398.56,3206.94,28797.12,5.78
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 1133,CE,Representative 39,Item 0026,4400,23469.60,18719.80,14398.56,4321.24,28797.12,5.33
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 0793,CE,Representative 11,Item 0026,440,2762.76,2203.64,1439.86,763.78,2879.72,6.28
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,2200,11965.80,9544.14,7199.28,2344.86,14398.56,5.44
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 0471,AL,Representative 27,Item 0026,4400,25179.00,20083.25,14398.56,5684.69,28797.12,5.72
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 0447,SP,Representative 43,Item 0026,440,3072.30,2128.66,1439.86,688.80,2879.72,6.98
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,1320,7872.48,6279.24,4316.80,1962.44,8633.60,5.96
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 1274,MG,Representative 29,Item 0026,660,4379.76,3284.83,2159.78,1125.05,4319.56,6.64
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7692.30,5769.21,4319.57,1449.64,8639.14,5.83
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,6600,44005.50,30489.52,21597.84,8891.68,43195.68,6.67
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 0683,AM,Representative 12,Item 0026,13200,69433.33,57486.00,43195.68,14290.32,86391.36,5.26
2011,6,6,Sales,kg,Family 14,Material 44,BU Charlie,Client 1350,RS,Representative 28,Item 0026,8800,49618.80,37214.08,28778.64,8435.44,57557.28,5.64
2011,6,13,Sales,kg,Family 14,Material 44,BU Alpha,Client 1480,RS,Representative 57,Item 0026,220,1570.80,1103.30,759.40,343.90,1518.80,7.14
2011,6,13,Sales,kg,Family 14,Material 44,BU Alpha,Client 0880,RS,Representative 57,Item 0026,440,3257.10,2287.73,1518.79,768.94,3037.58,7.40
2011,6,13,Sales,kg,Family 14,Material 44,BU Alpha,Client 0814,RS,Representative 57,Item 0026,440,3255.31,2141.70,1518.79,622.91,3037.58,7.40
2011,6,13,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,880,5728.80,4296.60,2990.50,1306.10,5981.00,6.51
2011,6,13,Sales,kg,Family 14,Material 44,BU Bravo,Client 1276,PR,Representative 49,Item 0026,1100,6930.00,5197.50,3738.13,1459.37,7476.26,6.30
2011,6,13,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,2200,13398.00,10686.50,7194.66,3491.84,14389.32,6.09
2011,6,13,Sales,kg,Family 14,Material 44,BU Charlie,Client 0533,RJ,Representative 35,Item 0026,220,1293.60,970.21,719.47,250.74,1438.94,5.88
2011,6,13,Sales,kg,Family 14,Material 44,BU Charlie,Client 1247,PE,Representative 27,Item 0026,5940,33430.32,26664.66,19425.58,7239.08,38851.16,5.63
2011,6,13,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,660,4224.00,3072.96,2158.40,914.56,4316.80,6.40
2011,6,13,Sales,kg,Family 14,Material 44,BU Charlie,Client 0094,ES,Representative 37,Item 0026,220,1768.27,1184.73,719.47,465.26,1438.94,8.04
2011,6,13,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7692.30,5769.21,4316.80,1452.41,8633.60,5.83
2011,6,20,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,220,1612.38,1132.50,759.40,373.10,1518.80,7.33
2011,6,20,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,880,5728.80,4296.60,2990.50,1306.10,5981.00,6.51
2011,6,20,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,220,1362.90,1087.07,719.47,367.60,1438.94,6.20
2011,6,20,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,3300,20790.00,14404.50,10791.99,3612.51,21583.98,6.30
2011,6,20,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,440,2725.80,2044.35,1438.93,605.42,2877.86,6.20
2011,6,20,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,1540,9856.00,7170.24,5036.26,2133.98,10072.52,6.40
2011,6,20,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,4400,23931.60,19088.29,14389.32,4698.97,28778.64,5.44
2011,6,20,Sales,kg,Family 14,Material 44,BU Charlie,Client 0328,SP,Representative 43,Item 0026,1540,10591.35,7338.29,5036.26,2302.03,10072.52,6.88
2011,6,20,Sales,kg,Family 14,Material 44,BU Charlie,Client 1252,PE,Representative 27,Item 0026,1320,7553.70,6024.98,4316.80,1708.18,8633.60,5.72
2011,6,20,Sales,kg,Family 14,Material 44,BU Charlie,Client 0471,AL,Representative 27,Item 0026,6600,37768.50,30124.87,21583.98,8540.89,43167.96,5.72
2011,6,20,Sales,kg,Family 14,Material 44,BU Charlie,Client 0447,SP,Representative 43,Item 0026,1760,11365.20,7874.46,5755.73,2118.73,11511.46,6.46
2011,6,20,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,10560,71517.60,49551.47,34534.37,15017.10,69068.74,6.77
2011,6,27,Sales,kg,Family 14,Material 44,BU Alpha,Client 0400,RS,Representative 57,Item 0026,220,1704.10,1121.15,759.40,361.75,1518.80,7.75
2011,6,27,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,660,4296.60,3222.46,2242.88,979.58,4485.76,6.51
2011,6,27,Sales,kg,Family 14,Material 44,BU Bravo,Client 1221,SC,Representative 58,Item 0026,220,1677.06,1164.36,747.63,416.73,1495.26,7.62
2011,6,27,Sales,kg,Family 14,Material 44,BU Charlie,Client 0372,SP,Representative 43,Item 0026,880,5867.40,4065.28,2877.86,1187.42,5755.72,6.67
2011,6,27,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,2200,13167.00,10502.24,7194.66,3307.58,14389.32,5.99
2011,6,27,Sales,kg,Family 14,Material 44,BU Charlie,Client 0533,RJ,Representative 35,Item 0026,220,1293.60,970.20,719.47,250.73,1438.94,5.88
2011,6,27,Sales,kg,Family 14,Material 44,BU Charlie,Client 0793,CE,Representative 11,Item 0026,220,1381.38,1101.81,719.47,382.34,1438.94,6.28
2011,6,27,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,660,4224.00,3072.96,2158.40,914.56,4316.80,6.40
2011,6,27,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,6600,34857.90,27803.32,21583.98,6219.34,43167.96,5.28
2011,6,27,Sales,kg,Family 14,Material 44,BU Charlie,Client 0328,SP,Representative 43,Item 0026,1540,10591.35,7338.29,5036.26,2302.03,10072.52,6.88
2011,6,27,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,1100,6352.50,5066.87,3597.33,1469.54,7194.66,5.78
2011,6,27,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,11440,77211.75,53496.71,37412.23,16084.48,74824.46,6.75
2011,7,1,Sales,kg,Family 14,Material 44,BU Bravo,Client 0483,PR,Representative 49,Item 0026,1540,10025.40,7519.05,5227.99,2291.06,10455.98,6.51
2011,7,1,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,1540,10164.00,7495.96,5227.99,2267.97,10455.98,6.60
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,880,5174.40,4127.20,2873.20,1254.00,5746.40,5.88
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,1100,6872.25,4761.49,3591.50,1169.99,7183.00,6.25
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,4088.70,3066.53,2154.90,911.63,4309.80,6.20
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,2200,12705.00,10133.74,7183.00,2950.74,14366.00,5.78
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 1133,CE,Representative 39,Item 0026,2200,11734.80,9359.90,7183.00,2176.90,14366.00,5.33
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 1247,PE,Representative 27,Item 0026,2200,12243.00,9765.25,7183.00,2582.25,14366.00,5.57
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 1112,RS,Representative 28,Item 0026,22000,120120.00,90090.00,71830.00,18260.00,143660.00,5.46
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,5500,29394.75,23445.81,17957.50,5488.31,35915.00,5.34
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,440,2568.72,1926.54,1436.60,489.94,2873.20,5.84
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,1320,7623.00,6080.25,4309.80,1770.45,8619.60,5.78
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7692.30,5769.21,4309.80,1459.41,8619.60,5.83
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 0686,RN,Representative 27,Item 0026,2200,11896.50,9488.87,7183.00,2305.87,14366.00,5.41
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,6600,41580.00,28809.00,21549.00,7260.00,43098.00,6.30
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 0683,AM,Representative 12,Item 0026,11000,57304.75,47444.37,35915.00,11529.37,71830.00,5.21
2011,7,1,Sales,kg,Family 14,Material 44,BU Charlie,Client 0559,SC,Representative 49,Item 0026,3520,20697.60,15523.20,11492.80,4030.40,22985.60,5.88
2011,7,4,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,220,1612.38,1132.48,759.40,373.08,1518.80,7.33
2011,7,4,Sales,kg,Family 14,Material 44,BU Alpha,Client 0307,RS,Representative 57,Item 0026,1100,7507.50,5273.12,3796.98,1476.14,7593.96,6.83
2011,7,4,Sales,kg,Family 14,Material 44,BU Bravo,Client 1155,SC,Representative 07,Item 0026,1760,13952.40,9799.90,5981.00,3818.90,11962.00,7.93
2011,7,4,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,1760,12196.80,8566.81,5977.92,2588.89,11955.84,6.93
2011,7,4,Sales,kg,Family 14,Material 44,BU Bravo,Client 0728,SC,Representative 07,Item 0026,660,4504.50,3163.87,2242.88,920.99,4485.76,6.83
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 1326,ES,Representative 37,Item 0026,440,2587.20,2063.60,1438.93,624.67,2877.86,5.88
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0705,PR,Representative 49,Item 0026,2200,12705.00,9528.75,7194.66,2334.09,14389.32,5.78
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,3300,20097.00,13924.32,10791.99,3132.33,21583.98,6.09
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 1133,CE,Representative 39,Item 0026,3300,17602.20,14039.85,10791.99,3247.86,21583.98,5.33
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0439,CE,Representative 39,Item 0026,1320,7137.90,5693.33,4316.80,1376.53,8633.60,5.41
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 1112,RS,Representative 28,Item 0026,15400,86024.40,64518.29,50281.00,14237.29,100562.00,5.59
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,3300,17948.70,14316.23,10791.99,3524.24,21583.98,5.44
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 1439,CE,Representative 39,Item 0026,11000,62947.50,50208.12,35973.30,14234.82,71946.60,5.72
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0663,PI,Representative 27,Item 0026,4400,23331.00,18609.25,14389.32,4219.93,28778.64,5.30
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0471,AL,Representative 27,Item 0026,4400,25179.00,20083.25,14389.32,5693.93,28778.64,5.72
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0447,SP,Representative 43,Item 0026,1760,11272.80,7810.44,5755.73,2054.71,11511.46,6.41
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,1320,7623.00,6080.25,4316.80,1763.45,8633.60,5.78
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7692.30,5769.21,4316.80,1452.41,8633.60,5.83
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 1074,GO,Representative 24,Item 0026,6600,41250.56,27637.50,21549.00,6088.50,43098.00,6.25
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 1166,SP,Representative 46,Item 0026,660,3960.00,2880.90,2156.07,724.83,4312.14,6.00
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,11440,77477.40,53680.76,37412.23,16268.53,74824.46,6.77
2011,7,4,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,11440,78078.00,54096.90,37412.23,16684.67,74824.46,6.83
2011,7,11,Sales,kg,Family 14,Material 44,BU Alpha,Client 0711,RS,Representative 25,Item 0026,1100,8108.10,5694.98,3796.87,1898.11,7593.74,7.37
2011,7,11,Sales,kg,Family 14,Material 44,BU Alpha,Client 0573,RS,Representative 57,Item 0026,440,3003.00,2109.25,1518.75,590.50,3037.50,6.83
2011,7,11,Sales,kg,Family 14,Material 44,BU Alpha,Client 0667,RS,Representative 57,Item 0026,220,1612.38,1132.50,759.37,373.13,1518.74,7.33
2011,7,11,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,880,5728.80,4296.60,2987.42,1309.18,5974.84,6.51
2011,7,11,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,2640,18295.20,12850.20,8962.28,3887.92,17924.56,6.93
2011,7,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,2640,16354.80,11331.55,8619.60,2711.95,17239.20,6.20
2011,7,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,4088.70,3066.52,2154.90,911.62,4309.80,6.20
2011,7,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 0734,PE,Representative 27,Item 0026,220,1164.24,928.61,718.30,210.31,1436.60,5.29
2011,7,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,880,5137.44,3853.07,2873.20,979.87,5746.40,5.84
2011,7,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 1321,PE,Representative 27,Item 0026,4400,25872.00,20635.99,14366.00,6269.99,28732.00,5.88
2011,7,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7692.30,5769.22,4309.80,1459.42,8619.60,5.83
2011,7,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 1143,SP,Representative 12,Item 0026,220,1375.00,1000.31,718.30,282.01,1436.60,6.25
2011,7,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 1166,SP,Representative 46,Item 0026,1320,7920.00,5761.80,4309.80,1452.00,8619.60,6.00
2011,7,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,10560,71517.60,49551.48,34478.40,15073.08,68956.80,6.77
2011,7,11,Sales,kg,Family 14,Material 44,BU Charlie,Client 0683,AM,Representative 12,Item 0026,11000,57861.11,47905.00,35915.00,11990.00,71830.00,5.26
2011,7,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,2200,13744.50,9522.98,7183.00,2339.98,14366.00,6.25
2011,7,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 1517,AL,Representative 27,Item 0026,1100,6583.50,5251.12,3591.50,1659.62,7183.00,5.99
2011,7,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,660,3960.00,2880.90,2154.90,726.00,4309.80,6.00
2011,7,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,660,3853.08,2889.80,2154.90,734.90,4309.80,5.84
2011,7,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0152,PA,Representative 39,Item 0026,1100,6121.50,4882.62,3591.50,1291.12,7183.00,5.57
2011,7,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7692.30,5769.22,4309.80,1459.42,8619.60,5.83
2011,7,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 1143,SP,Representative 12,Item 0026,2200,13750.00,10003.12,7183.00,2820.12,14366.00,6.25
2011,7,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 1536,SP,Representative 43,Item 0026,10560,71517.60,49551.48,34478.40,15073.08,68956.80,6.77
2011,7,18,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,11440,78078.00,54096.90,37351.60,16745.30,74703.20,6.83
2011,7,25,Sales,kg,Family 14,Material 44,BU Alpha,Client 0576,RS,Representative 57,Item 0026,220,1501.50,1054.62,759.37,295.25,1518.74,6.83
2011,7,25,Sales,kg,Family 14,Material 44,BU Bravo,Client 0643,PR,Representative 49,Item 0026,880,5728.80,4296.60,2987.42,1309.18,5974.84,6.51
2011,7,25,Sales,kg,Family 14,Material 44,BU Bravo,Client 1155,SC,Representative 07,Item 0026,1100,8720.25,6124.93,3734.28,2390.65,7468.56,7.93
2011,7,25,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,1320,9147.60,6425.09,4481.14,1943.95,8962.28,6.93
2011,7,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 0472,RJ,Representative 35,Item 0026,1100,7854.00,5890.50,3591.50,2299.00,7183.00,7.14
2011,7,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 1228,RJ,Representative 35,Item 0026,660,4088.70,3066.53,2154.90,911.63,4309.80,6.20
2011,7,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 0712,SP,Representative 46,Item 0026,440,2640.00,1920.60,1436.60,484.00,2873.20,6.00
2011,7,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 0432,CE,Representative 39,Item 0026,3300,17428.95,13901.67,10774.50,3127.17,21549.00,5.28
2011,7,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 1439,CE,Representative 39,Item 0026,11000,62947.50,50208.12,35915.00,14293.12,71830.00,5.72
2011,7,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 0045,MG,Representative 12,Item 0026,440,2568.72,1926.54,1436.60,489.94,2873.20,5.84
2011,7,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 0575,PE,Representative 27,Item 0026,440,2494.80,1989.90,1436.60,553.30,2873.20,5.67
2011,7,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 0445,GO,Representative 24,Item 0026,1320,7623.00,6080.25,4309.80,1770.45,8619.60,5.78
2011,7,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 1287,RJ,Representative 35,Item 0026,220,1586.94,1022.17,718.30,303.87,1436.60,7.21
2011,7,25,Sales,kg,Family 14,Material 44,BU Charlie,Client 0072,SP,Representative 10,Item 0026,6600,41580.00,28809.00,21549.00,7260.00,43098.00,6.30
2011,8,8,Sales,kg,Family 14,Material 44,BU Alpha,Client 1480,RS,Representative 57,Item 0026,660,4712.40,3309.90,2278.19,1031.71,4556.38,7.14
2011,8,8,Sales,kg,Family 14,Material 44,BU Bravo,Client 0679,SC,Representative 07,Item 0026,2640,18295.20,12850.20,8803.61,4046.59,17607.22,6.93
2011,8,8,Sales,kg,Family 14,Material 44,BU Charlie,Client 1100,SP,Representative 12,Item 0026,2200,13744.50,9522.96,7183.00,2339.96,14366.00,6.25
2011,8,8,Sales,kg,Family 14,Material 44,BU Charlie,Client 1274,MG,Representative 29,Item 0026,880,5728.80,4296.60,2786.52,1510.08,5573.04,6.51
2011,8,8,Sales,kg,Family 14,Material 44,BU Charlie,Client 0258,MG,Representative 29,Item 0026,1320,7692.30,5769.20,4179.78,1589.42,8359.56,5.83
2011,8,8,Sales,kg,Family 14,Material 44,BU Charlie,Client 0660,ES,Representative 37,Item 0026,220,1270.50,1013.37,696.63,316.74,1393.26,5.78
2011,8,8,Sales,kg,Family 14,Material 44,BU Charlie,Client 1143,SP,Representative 12,Item 0026,2200,13376.00,9731.04,6966.30,2764.74,13932.60,6.08
2011,8,8,Sales,kg,Family 14,Material 44,BU Charlie,Client 0457,SP,Representative 43,Item 0026,11440,78078.00,54096.90,36224.76,17872.14,72449.52,6.83
