Year,Month,Day,Movement,UOM,Family,Material,Client,Region,Representative,Item,Sales_Quantity,Gross_Revenue,Net_Revenue,COGS,EBIT,Inventory,Price,Business_Unit
2010.0,12.0,3.0,0,0,0,0,41,20,18,0,20240.0,125386.8,86875.13,56524.25,30350.88,113048.5,6.2,2
2010.0,12.0,6.0,0,0,0,0,67,18,22,0,220.0,1547.7,1087.08,667.26,419.82,1334.52,7.04,0
2010.0,12.0,6.0,0,0,0,0,5,14,20,0,2200.0,13398.0,10048.5,6360.42,3688.08,12720.84,6.09,1
2010.0,12.0,6.0,0,0,0,0,69,19,1,0,2200.0,13883.1,9751.23,6359.1,3392.13,12718.2,6.31,1
2010.0,12.0,6.0,0,0,0,0,79,19,1,0,1540.0,9152.22,6428.34,4451.37,1976.97,8902.74,5.94,1
2010.0,12.0,6.0,0,0,0,0,127,20,4,0,2200.0,13812.34,8930.79,6141.08,2789.71,12282.16,6.28,2
2010.0,12.0,6.0,0,0,0,0,167,0,10,0,4400.0,23562.0,18793.5,12282.16,6511.34,24564.32,5.36,2
2010.0,12.0,6.0,0,0,0,0,116,2,17,0,4400.0,22037.4,17577.45,12282.16,5295.29,24564.32,5.01,2
2010.0,12.0,6.0,0,0,0,0,115,18,11,0,50600.0,282651.6,211988.71,141244.84,70743.87,282489.68,5.59,2
2010.0,12.0,6.0,0,0,0,0,34,2,17,0,5500.0,28124.25,22432.42,15352.7,7079.72,30705.4,5.11,2
2010.0,12.0,6.0,0,0,0,0,66,13,10,0,2200.0,11781.0,9396.75,6141.08,3255.67,12282.16,5.36,2
2010.0,12.0,6.0,0,0,0,0,42,0,10,0,8800.0,47678.4,38029.2,24564.32,13464.88,49128.64,5.42,2
2010.0,12.0,6.0,0,0,0,0,142,7,12,0,440.0,2471.7,1853.78,1228.22,625.56,2456.44,5.62,2
2010.0,12.0,6.0,0,0,0,0,71,16,10,0,2200.0,14025.19,9396.75,6141.08,3255.67,12282.16,6.38,2
2010.0,12.0,6.0,0,0,0,0,2,2,17,0,6600.0,36036.0,28743.0,18423.24,10319.76,36846.48,5.46,2
2010.0,12.0,6.0,0,0,0,0,41,20,18,0,14740.0,91314.3,63267.76,41152.96,22114.8,82305.92,6.2,2
2010.0,12.0,6.0,0,0,0,0,70,1,4,0,4400.0,21586.64,17872.25,12282.16,5590.09,24564.32,4.91,2
2010.0,12.0,6.0,0,0,0,0,108,18,4,0,1100.0,6930.0,5197.5,3070.54,2126.96,6141.08,6.3,2
2010.0,12.0,13.0,0,0,0,0,47,18,22,2,20.0,160.65,112.85,75.07,37.78,150.14,8.03,0
2010.0,12.0,13.0,0,0,0,0,5,14,20,0,220.0,1339.8,1004.85,636.57,368.28,1273.14,6.09,1
2010.0,12.0,13.0,0,0,0,0,143,14,20,0,1100.0,6872.25,5154.19,3182.85,1971.34,6365.7,6.25,1
2010.0,12.0,13.0,0,0,0,0,114,20,4,0,5500.0,33321.75,23087.16,15359.85,7727.31,30719.7,6.06,2
2010.0,12.0,13.0,0,0,0,0,21,4,16,0,660.0,3465.0,2763.75,1843.18,920.57,3686.36,5.25,2
2010.0,12.0,13.0,0,0,0,0,136,12,10,0,4840.0,25918.2,20672.85,13516.67,7156.18,27033.34,5.36,2
2010.0,12.0,13.0,0,0,0,0,77,20,19,0,1540.0,9009.0,6554.05,4300.76,2253.29,8601.52,5.85,2
2010.0,12.0,13.0,0,0,0,0,142,7,12,0,440.0,2471.7,1853.78,1228.79,624.99,2457.58,5.62,2
2010.0,12.0,13.0,0,0,0,0,24,7,12,0,1760.0,9886.8,7415.09,4915.15,2499.94,9830.3,5.62,2
2010.0,12.0,13.0,0,0,0,0,112,6,8,0,6600.0,30630.6,24431.55,18431.82,5999.73,36863.64,4.64,2
2010.0,12.0,13.0,0,0,0,0,7,20,2,0,6600.0,38461.5,26648.32,18431.82,8216.5,36863.64,5.83,2
2010.0,12.0,13.0,0,0,0,0,41,20,18,0,22880.0,141741.6,98206.68,63896.98,34309.7,127793.96,6.2,2
2010.0,12.0,20.0,0,0,0,0,5,14,20,0,1540.0,9378.6,7033.95,4455.99,2577.96,8911.98,6.09,1
2010.0,12.0,20.0,0,0,0,0,1,19,4,0,2200.0,13675.2,9605.19,6365.7,3239.49,12731.4,6.22,1
2010.0,12.0,20.0,0,0,0,0,69,19,1,0,2200.0,13883.1,9751.24,6365.7,3385.54,12731.4,6.31,1
2010.0,12.0,20.0,0,0,0,0,114,20,4,0,2200.0,13328.7,9234.9,6143.94,3090.96,12287.88,6.06,2
2010.0,12.0,20.0,0,0,0,0,13,11,10,0,8800.0,46846.8,37365.9,24575.76,12790.14,49151.52,5.32,2
2010.0,12.0,20.0,0,0,0,0,116,2,17,0,4400.0,23238.6,18535.55,12287.88,6247.67,24575.76,5.28,2
2010.0,12.0,20.0,0,0,0,0,90,2,3,0,440.0,2679.6,2137.3,1228.79,908.51,2457.58,6.09,2
2010.0,12.0,20.0,0,0,0,0,136,12,10,0,2200.0,11781.0,9396.75,6143.94,3252.81,12287.88,5.36,2
2010.0,12.0,20.0,0,0,0,0,34,2,17,0,5500.0,29625.75,23630.06,15359.85,8270.21,30719.7,5.39,2
2010.0,12.0,20.0,0,0,0,0,8,4,16,0,220.0,1705.02,1142.35,614.39,527.96,1228.78,7.75,2
2010.0,12.0,20.0,0,0,0,0,142,7,12,0,220.0,1235.85,926.89,614.39,312.5,1228.78,5.62,2
2010.0,12.0,20.0,0,0,0,0,24,7,12,0,1540.0,8650.95,6488.22,4300.76,2187.46,8601.52,5.62,2
2010.0,12.0,20.0,0,0,0,0,7,20,2,0,6600.0,38461.5,26648.32,18431.82,8216.5,36863.64,5.83,2
2010.0,12.0,20.0,0,0,0,0,41,20,18,0,26180.0,162185.1,112371.1,73112.89,39258.21,146225.78,6.2,2
2010.0,12.0,27.0,0,0,0,0,40,20,18,0,220.0,1778.7,1232.39,614.39,618.0,1228.78,8.09,2
2010.0,12.0,27.0,0,0,0,0,114,20,4,0,2200.0,13328.7,9234.9,6143.94,3090.96,12287.88,6.06,2
2010.0,12.0,27.0,0,0,0,0,77,20,19,0,1100.0,6435.0,4681.46,3071.97,1609.49,6143.94,5.85,2
2010.0,12.0,27.0,0,0,0,0,142,7,12,0,220.0,1235.85,926.89,614.39,312.5,1228.78,5.62,2
2010.0,12.0,27.0,0,0,0,0,24,7,12,0,1540.0,8650.95,6488.22,4300.76,2187.46,8601.52,5.62,2
2010.0,12.0,27.0,0,0,0,0,61,20,18,0,880.0,5280.0,3841.21,2457.58,1383.63,4915.16,6.0,2
2010.0,12.0,27.0,0,0,0,0,41,20,18,0,22880.0,141741.6,98206.68,63896.98,34309.7,127793.96,6.2,2
2011.0,1.0,10.0,0,0,0,0,5,14,20,0,2200.0,14391.3,10793.5,6932.2,3861.3,13864.4,6.54,1
2011.0,1.0,10.0,0,0,0,0,79,19,1,0,1100.0,7045.5,4948.62,3466.1,1482.52,6932.2,6.41,1
2011.0,1.0,10.0,0,0,0,0,150,4,16,0,220.0,1328.25,1059.44,671.44,388.0,1342.88,6.04,2
2011.0,1.0,10.0,0,0,0,0,43,15,14,0,1100.0,7796.25,5847.19,3357.2,2489.99,6714.4,7.09,2
2011.0,1.0,10.0,0,0,0,0,114,20,4,0,11000.0,66643.5,46174.42,33572.0,12602.42,67144.0,6.06,2
2011.0,1.0,10.0,0,0,0,0,90,2,3,0,220.0,1339.8,1068.65,671.44,397.21,1342.88,6.09,2
2011.0,1.0,10.0,0,0,0,0,77,20,19,0,1760.0,10296.0,7490.34,5371.52,2118.82,10743.04,5.85,2
2011.0,1.0,10.0,0,0,0,0,4,7,4,0,1100.0,6052.2,4539.15,3357.2,1181.95,6714.4,5.5,2
2011.0,1.0,10.0,0,0,0,0,142,7,12,0,880.0,4943.4,3707.56,2685.76,1021.8,5371.52,5.62,2
2011.0,1.0,17.0,0,0,0,0,104,18,9,0,1540.0,11092.62,7791.25,4779.85,3011.4,9559.7,7.2,0
2011.0,1.0,17.0,0,0,0,0,122,2,17,0,660.0,3638.25,2901.94,2014.32,887.62,4028.64,5.51,2
2011.0,1.0,17.0,0,0,0,0,167,0,10,0,1100.0,6121.5,4882.62,3357.2,1525.42,6714.4,5.57,2
2011.0,1.0,17.0,0,0,0,0,49,20,15,0,220.0,1653.96,1145.96,671.44,474.52,1342.88,7.52,2
2011.0,1.0,17.0,0,0,0,0,41,20,18,0,11440.0,70870.8,49103.34,34914.88,14188.46,69829.76,6.2,2
2011.0,1.0,17.0,0,0,0,0,108,18,4,0,1100.0,7137.9,5353.42,3357.2,1996.22,6714.4,6.49,2
2011.0,1.0,24.0,0,0,0,0,60,18,22,0,400.0,3049.2,2141.7,1241.52,900.18,2483.04,7.62,0
2011.0,1.0,24.0,0,0,0,0,5,14,20,0,440.0,2878.26,2158.7,1386.44,772.26,2772.88,6.54,1
2011.0,1.0,24.0,0,0,0,0,69,19,1,0,2640.0,16659.72,11701.46,8318.64,3382.82,16637.28,6.31,1
2011.0,1.0,24.0,0,0,0,0,13,11,10,0,6600.0,35481.6,28300.8,20143.2,8157.6,40286.4,5.38,2
2011.0,1.0,24.0,0,0,0,0,136,12,10,0,1980.0,10727.64,8556.57,6042.96,2513.61,12085.92,5.42,2
2011.0,1.0,24.0,0,0,0,0,77,20,19,0,1320.0,8118.0,5905.84,4028.64,1877.2,8057.28,6.15,2
2011.0,1.0,24.0,0,0,0,0,34,2,17,0,2200.0,11988.9,9562.58,6714.4,2848.18,13428.8,5.45,2
2011.0,1.0,24.0,0,0,0,0,66,13,10,0,3740.0,20184.78,16099.77,11414.48,4685.29,22828.96,5.4,2
2011.0,1.0,24.0,0,0,0,0,142,7,12,0,440.0,2471.7,1853.78,1342.88,510.9,2685.76,5.62,2
2011.0,1.0,24.0,0,0,0,0,24,7,12,0,1760.0,10200.96,7650.72,5371.52,2279.2,10743.04,5.8,2
2011.0,1.0,24.0,0,0,0,0,2,2,17,0,6600.0,36521.1,29129.93,20143.2,8986.73,40286.4,5.53,2
2011.0,1.0,24.0,0,0,0,0,82,20,15,0,2200.0,15592.5,10803.37,6714.4,4088.97,13428.8,7.09,2
2011.0,1.0,24.0,0,0,0,0,168,20,18,0,10560.0,68191.2,47246.76,32229.12,15017.64,64458.24,6.46,2
2011.0,1.0,24.0,0,0,0,0,41,20,18,0,5940.0,36798.3,25495.97,18128.88,7367.09,36257.76,6.2,2
2011.0,1.0,24.0,0,0,0,0,108,18,4,0,1540.0,10187.1,7495.12,4722.87,2772.25,9445.74,6.62,2
2011.0,1.0,31.0,0,0,0,0,60,18,22,0,440.0,3354.12,2355.88,1365.67,990.21,2731.34,7.62,0
2011.0,1.0,31.0,0,0,0,0,1,19,4,0,880.0,5442.36,3822.62,2772.88,1049.74,5545.76,6.18,1
2011.0,1.0,31.0,0,0,0,0,79,19,1,0,2200.0,14091.0,9897.25,6932.2,2965.05,13864.4,6.41,1
2011.0,1.0,31.0,0,0,0,0,150,4,16,0,440.0,2656.5,2118.87,1342.88,775.99,2685.76,6.04,2
2011.0,1.0,31.0,0,0,0,0,75,14,20,0,1100.0,6121.5,4591.12,3357.2,1233.92,6714.4,5.57,2
2011.0,1.0,31.0,0,0,0,0,114,20,4,0,2200.0,12936.0,8962.81,6714.4,2248.41,13428.8,5.88,2
2011.0,1.0,31.0,0,0,0,0,19,6,8,0,440.0,2818.2,2247.85,1342.88,904.97,2685.76,6.41,2
2011.0,1.0,31.0,0,0,0,0,167,0,10,0,1100.0,5948.25,4744.44,3357.2,1387.24,6714.4,5.41,2
2011.0,1.0,31.0,0,0,0,0,13,11,10,0,5500.0,29568.0,23583.99,16786.0,6797.99,33572.0,5.38,2
2011.0,1.0,31.0,0,0,0,0,116,2,17,0,4400.0,23469.6,18719.8,13428.8,5291.0,26857.6,5.33,2
2011.0,1.0,31.0,0,0,0,0,136,12,10,0,1980.0,10727.64,8556.57,6042.96,2513.61,12085.92,5.42,2
2011.0,1.0,31.0,0,0,0,0,77,20,19,0,2200.0,12980.0,9442.94,6714.4,2728.54,13428.8,5.9,2
2011.0,1.0,31.0,0,0,0,0,34,2,17,0,1100.0,5994.45,4781.29,3357.2,1424.09,6714.4,5.45,2
2011.0,1.0,31.0,0,0,0,0,42,0,10,0,6600.0,35758.8,28521.9,20143.2,8378.7,40286.4,5.42,2
2011.0,1.0,31.0,0,0,0,0,142,7,12,0,1100.0,6664.35,4998.26,3357.2,1641.06,6714.4,6.06,2
2011.0,1.0,31.0,0,0,0,0,24,7,12,0,1320.0,7650.72,5738.04,4028.64,1709.4,8057.28,5.8,2
2011.0,1.0,31.0,0,0,0,0,71,16,10,0,2200.0,11965.8,9544.15,6714.4,2829.75,13428.8,5.44,2
2011.0,1.0,31.0,0,0,0,0,112,6,8,0,6600.0,38775.52,25979.25,20143.2,5836.05,40286.4,5.88,2
2011.0,1.0,31.0,0,0,0,0,144,15,14,0,220.0,1362.9,1022.17,671.44,350.73,1342.88,6.2,2
2011.0,1.0,31.0,0,0,0,0,41,20,18,0,11000.0,68145.0,47214.74,33572.0,13642.74,67144.0,6.2,2
2011.0,1.0,31.0,0,0,0,0,108,18,4,0,1100.0,7137.9,5353.42,3357.2,1996.22,6714.4,6.49,2
2011.0,2.0,7.0,0,0,0,0,67,18,22,0,440.0,2910.6,2044.36,1365.67,678.69,2731.34,6.62,0
2011.0,2.0,7.0,0,0,0,0,47,18,22,2,20.0,153.0,112.85,77.7,35.15,155.4,7.65,0
2011.0,2.0,7.0,0,0,0,0,1,19,4,0,1100.0,6641.25,4664.68,3466.1,1198.58,6932.2,6.04,1
2011.0,2.0,7.0,0,0,0,0,69,19,1,0,4400.0,27766.2,19502.45,13864.4,5638.05,27728.8,6.31,1
2011.0,2.0,7.0,0,0,0,0,114,20,4,0,3300.0,19404.0,13444.2,10071.6,3372.6,20143.2,5.88,2
2011.0,2.0,7.0,0,0,0,0,167,0,10,0,2200.0,11896.5,9488.88,6714.4,2774.48,13428.8,5.41,2
2011.0,2.0,7.0,0,0,0,0,116,2,17,0,4400.0,23469.6,18719.8,13428.8,5291.0,26857.6,5.33,2
2011.0,2.0,7.0,0,0,0,0,35,2,17,0,2200.0,12127.5,9673.12,6714.4,2958.72,13428.8,5.51,2
2011.0,2.0,7.0,0,0,0,0,90,2,3,0,440.0,2762.76,2203.64,1335.22,868.42,2670.44,6.28,2
2011.0,2.0,7.0,0,0,0,0,34,2,17,0,2200.0,11988.9,9562.59,6714.4,2848.19,13428.8,5.45,2
2011.0,2.0,7.0,0,0,0,0,89,9,8,0,2200.0,12243.0,9765.25,6714.4,3050.85,13428.8,5.57,2
2011.0,2.0,7.0,0,0,0,0,66,13,10,0,5060.0,27308.82,21782.04,15443.12,6338.92,30886.24,5.4,2
2011.0,2.0,7.0,0,0,0,0,4,7,4,0,1100.0,6213.9,4660.42,3357.2,1303.22,6714.4,5.65,2
2011.0,2.0,7.0,0,0,0,0,72,7,12,0,9680.0,52852.8,39639.6,29543.36,10096.24,59086.72,5.46,2
2011.0,2.0,7.0,0,0,0,0,7,20,2,0,6600.0,40194.0,27848.7,20028.36,7820.34,40056.72,6.09,2
2011.0,2.0,7.0,0,0,0,0,41,20,18,0,10340.0,64056.3,44381.86,31377.76,13004.1,62755.52,6.2,2
2011.0,2.0,7.0,0,0,0,0,70,1,4,0,8800.0,47121.18,39692.4,26857.6,12834.8,53715.2,5.35,2
2011.0,2.0,14.0,0,0,0,0,5,14,20,0,440.0,2864.4,2148.3,1386.7,761.6,2773.4,6.51,1
2011.0,2.0,14.0,0,0,0,0,79,19,1,0,2640.0,18295.2,12850.2,8320.22,4529.98,16640.44,6.93,1
2011.0,2.0,14.0,0,0,0,0,143,14,20,0,1100.0,6641.25,4980.94,3466.76,1514.18,6933.52,6.04,1
2011.0,2.0,14.0,0,0,0,0,150,4,16,0,220.0,1328.25,1059.44,667.61,391.83,1335.22,6.04,2
2011.0,2.0,14.0,0,0,0,0,121,8,8,0,2200.0,13028.4,10391.7,6676.12,3715.58,13352.24,5.92,2
2011.0,2.0,14.0,0,0,0,0,114,20,4,0,4400.0,27258.0,18885.9,13352.24,5533.66,26704.48,6.2,2
2011.0,2.0,14.0,0,0,0,0,13,11,10,0,1100.0,5971.35,4762.85,3338.06,1424.79,6676.12,5.43,2
2011.0,2.0,14.0,0,0,0,0,146,20,19,0,220.0,1640.1,1136.36,667.61,468.75,1335.22,7.46,2
2011.0,2.0,14.0,0,0,0,0,136,12,10,0,2200.0,11919.6,9507.3,6676.12,2831.18,13352.24,5.42,2
2011.0,2.0,14.0,0,0,0,0,77,20,19,0,1100.0,6490.0,4721.48,3338.06,1383.42,6676.12,5.9,2
2011.0,2.0,14.0,0,0,0,0,142,7,12,0,440.0,2656.5,1992.37,1335.22,657.15,2670.44,6.04,2
2011.0,2.0,14.0,0,0,0,0,24,7,12,0,2860.0,17542.14,13156.59,8678.96,4477.63,17357.92,6.13,2
2011.0,2.0,14.0,0,0,0,0,144,15,14,0,220.0,1586.94,1022.17,667.61,354.56,1335.22,7.21,2
2011.0,2.0,14.0,0,0,0,0,7,20,2,0,3300.0,20097.0,13924.35,10014.18,3910.17,20028.36,6.09,2
2011.0,2.0,14.0,0,0,0,0,168,20,18,0,11440.0,73873.8,51184.0,34715.83,16468.17,69431.66,6.46,2
2011.0,2.0,21.0,0,0,0,0,67,18,22,0,220.0,1556.94,1093.55,702.57,390.98,1405.14,7.08,0
2011.0,2.0,21.0,0,0,0,0,5,14,20,0,1540.0,10025.4,7519.05,4853.45,2665.6,9706.9,6.51,1
2011.0,2.0,21.0,0,0,0,0,69,19,1,0,1100.0,7449.75,5232.56,3466.76,1765.8,6933.52,6.77,1
2011.0,2.0,21.0,0,0,0,0,143,14,20,0,1100.0,6872.25,5154.19,3466.76,1687.43,6933.52,6.25,1
2011.0,2.0,21.0,0,0,0,0,68,16,10,0,2200.0,12705.0,10133.75,6676.12,3457.63,13352.24,5.78,2
2011.0,2.0,21.0,0,0,0,0,167,0,10,0,1100.0,6352.5,5066.87,3338.06,1728.81,6676.12,5.78,2
2011.0,2.0,21.0,0,0,0,0,147,18,9,0,1760.0,10847.76,8135.83,5340.9,2794.93,10681.8,6.16,2
2011.0,2.0,21.0,0,0,0,0,13,11,10,0,440.0,2471.7,1971.48,1335.22,636.26,2670.44,5.62,2
2011.0,2.0,21.0,0,0,0,0,89,9,8,0,1100.0,6121.5,4882.62,3338.06,1544.56,6676.12,5.57,2
2011.0,2.0,21.0,0,0,0,0,142,7,12,0,660.0,3984.75,2988.56,2002.84,985.72,4005.68,6.04,2
2011.0,2.0,21.0,0,0,0,0,24,7,12,0,1320.0,8011.08,6008.31,4005.67,2002.64,8011.34,6.07,2
2011.0,2.0,21.0,0,0,0,0,2,2,17,0,6600.0,38115.0,30401.25,20028.36,10372.89,40056.72,5.78,2
2011.0,2.0,21.0,0,0,0,0,7,20,2,0,9900.0,60291.0,41773.05,30042.54,11730.51,60085.08,6.09,2
2011.0,2.0,21.0,0,0,0,0,41,20,18,0,11000.0,72187.5,50015.62,33380.6,16635.02,66761.2,6.56,2
2011.0,2.0,21.0,0,0,0,0,108,18,4,0,1100.0,7218.75,5414.06,3338.06,2076.0,6676.12,6.56,2
2011.0,3.0,4.0,0,0,0,0,140,18,22,0,220.0,1612.38,1132.5,718.1,414.4,1436.2,7.33,0
2011.0,3.0,4.0,0,0,0,0,76,18,9,0,440.0,3243.24,2278.02,1425.08,852.94,2850.16,7.37,0
2011.0,3.0,4.0,0,0,0,0,67,18,22,0,440.0,3224.76,2265.0,1425.08,839.92,2850.16,7.33,0
2011.0,3.0,4.0,0,0,0,0,97,18,9,0,440.0,2864.4,2011.9,1425.08,586.82,2850.16,6.51,0
2011.0,3.0,4.0,0,0,0,0,25,18,22,0,440.0,3243.24,2277.99,1425.07,852.92,2850.14,7.37,0
2011.0,3.0,4.0,0,0,0,0,47,18,22,2,20.0,160.65,111.55,78.92,32.63,157.84,8.03,0
2011.0,3.0,4.0,0,0,0,0,69,19,1,0,2200.0,14899.5,10465.12,7144.72,3320.4,14289.44,6.77,1
2011.0,3.0,4.0,0,0,0,0,143,14,20,0,1100.0,7276.5,5457.37,3572.36,1885.01,7144.72,6.62,1
2011.0,3.0,4.0,0,0,0,0,114,20,4,0,12760.0,80388.0,55697.4,39702.74,15994.66,79405.48,6.3,2
2011.0,3.0,4.0,0,0,0,0,109,8,8,0,1100.0,6525.75,5205.06,3422.65,1782.41,6845.3,5.93,2
2011.0,3.0,4.0,0,0,0,0,13,11,10,0,3300.0,18537.75,14786.05,10267.95,4518.1,20535.9,5.62,2
2011.0,3.0,4.0,0,0,0,0,116,2,17,0,5500.0,29337.0,23399.75,17113.25,6286.5,34226.5,5.33,2
2011.0,3.0,4.0,0,0,0,0,90,2,3,0,440.0,2762.76,2203.64,1369.06,834.58,2738.12,6.28,2
2011.0,3.0,4.0,0,0,0,0,136,12,10,0,6380.0,35906.64,28639.81,19851.37,8788.44,39702.74,5.63,2
2011.0,3.0,4.0,0,0,0,0,115,18,11,0,22000.0,125202.0,93901.5,68453.0,25448.5,136906.0,5.69,2
2011.0,3.0,4.0,0,0,0,0,66,13,10,0,1320.0,7553.7,6024.98,4107.18,1917.8,8214.36,5.72,2
2011.0,3.0,4.0,0,0,0,0,4,7,4,0,5060.0,29434.02,22075.53,15744.19,6331.34,31488.38,5.82,2
2011.0,3.0,4.0,0,0,0,0,42,0,10,0,6600.0,37768.5,30124.87,20535.9,9588.97,41071.8,5.72,2
2011.0,3.0,4.0,0,0,0,0,24,7,12,0,1760.0,10441.2,7830.89,5476.24,2354.65,10952.48,5.93,2
2011.0,3.0,4.0,0,0,0,0,71,16,10,0,2200.0,12705.0,10133.74,6845.3,3288.44,13690.6,5.78,2
2011.0,3.0,4.0,0,0,0,0,111,20,4,0,3300.0,21483.0,14884.66,10267.95,4616.71,20535.9,6.51,2
2011.0,3.0,4.0,0,0,0,0,7,20,2,0,7700.0,49318.5,34170.67,23958.55,10212.12,47917.1,6.41,2
2011.0,3.0,4.0,0,0,0,0,168,20,18,0,15400.0,105105.0,72822.74,47917.1,24905.64,95834.2,6.83,2
2011.0,3.0,4.0,0,0,0,0,41,20,18,0,32120.0,210787.5,146045.62,102731.6,43314.02,205463.2,6.56,2
2011.0,3.0,4.0,0,0,0,0,50,19,20,0,2200.0,14553.0,10914.75,6845.3,4069.45,13690.6,6.62,2
2011.0,3.0,7.0,0,0,0,0,5,14,20,0,660.0,4296.6,3222.45,2143.41,1079.04,4286.82,6.51,1
2011.0,3.0,7.0,0,0,0,0,69,19,1,0,880.0,5959.8,4186.06,2857.89,1328.17,5715.78,6.77,1
2011.0,3.0,7.0,0,0,0,0,79,19,1,0,440.0,3049.2,2141.7,1428.94,712.76,2857.88,6.93,1
2011.0,3.0,7.0,0,0,0,0,143,14,20,0,1100.0,6872.25,5154.19,3466.76,1687.43,6933.52,6.25,1
2011.0,3.0,7.0,0,0,0,0,114,20,4,0,11000.0,67567.5,46814.62,33380.6,13434.02,66761.2,6.14,2
2011.0,3.0,7.0,0,0,0,0,13,11,10,0,4400.0,24717.0,19714.75,13352.24,6362.51,26704.48,5.62,2
2011.0,3.0,7.0,0,0,0,0,116,2,17,0,5500.0,29741.25,23722.19,16690.3,7031.89,33380.6,5.41,2
2011.0,3.0,7.0,0,0,0,0,136,12,10,0,6600.0,37144.8,29627.4,20028.36,9599.04,40056.72,5.63,2
2011.0,3.0,7.0,0,0,0,0,34,2,17,0,2200.0,12127.5,9673.12,6676.12,2997.0,13352.24,5.51,2
2011.0,3.0,7.0,0,0,0,0,4,7,4,0,5500.0,32166.75,24125.06,16690.3,7434.76,33380.6,5.85,2
2011.0,3.0,7.0,0,0,0,0,112,6,8,0,6600.0,40425.53,27084.74,20028.36,7056.38,40056.72,6.13,2
2011.0,3.0,7.0,0,0,0,0,144,15,14,0,220.0,1586.94,1022.17,667.61,354.56,1335.22,7.21,2
2011.0,3.0,7.0,0,0,0,0,2,2,17,0,13200.0,76230.0,60802.5,40056.72,20745.78,80113.44,5.78,2
2011.0,3.0,7.0,0,0,0,0,7,20,2,0,1760.0,10718.4,7426.32,5476.24,1950.08,10952.48,6.09,2
2011.0,3.0,7.0,0,0,0,0,168,20,18,0,17380.0,112231.35,77760.3,52741.34,25018.96,105482.68,6.46,2
2011.0,3.0,7.0,0,0,0,0,41,20,18,0,33000.0,216562.5,150046.87,100920.02,49126.85,201840.04,6.56,2
2011.0,3.0,7.0,0,0,0,0,70,1,4,0,26400.0,146318.54,123251.04,81128.52,42122.52,162257.04,5.54,2
2011.0,3.0,14.0,0,0,0,0,5,14,20,0,440.0,2864.4,2148.3,1428.94,719.36,2857.88,6.51,1
2011.0,3.0,14.0,0,0,0,0,69,19,1,0,2860.0,19369.35,13604.67,9288.14,4316.53,18576.28,6.77,1
2011.0,3.0,14.0,0,0,0,0,79,19,1,0,660.0,4573.8,3212.55,2143.42,1069.13,4286.84,6.93,1
2011.0,3.0,14.0,0,0,0,0,150,4,16,0,440.0,2725.8,2174.15,1369.06,805.09,2738.12,6.2,2
2011.0,3.0,14.0,0,0,0,0,75,14,20,0,2200.0,14322.0,10741.5,6845.3,3896.2,13690.6,6.51,2
2011.0,3.0,14.0,0,0,0,0,133,15,14,0,660.0,4019.4,3014.55,2053.59,960.96,4107.18,6.09,2
2011.0,3.0,14.0,0,0,0,0,89,9,8,0,1100.0,6121.5,4882.62,3422.65,1459.97,6845.3,5.57,2
2011.0,3.0,14.0,0,0,0,0,39,20,18,0,9240.0,60637.5,42013.12,28750.26,13262.86,57500.52,6.56,2
2011.0,3.0,14.0,0,0,0,0,7,20,2,0,11440.0,71748.6,49711.53,35595.56,14115.97,71191.12,6.27,2
2011.0,3.0,14.0,0,0,0,0,108,18,4,0,1100.0,7218.75,5414.06,3422.65,1991.41,6845.3,6.56,2
2011.0,3.0,21.0,0,0,0,0,63,18,22,0,220.0,1570.8,1103.3,712.54,390.76,1425.08,7.14,0
2011.0,3.0,21.0,0,0,0,0,25,18,22,0,220.0,1621.62,1139.01,712.54,426.47,1425.08,7.37,0
2011.0,3.0,21.0,0,0,0,0,69,19,1,0,440.0,2979.9,2093.03,1428.94,664.09,2857.88,6.77,1
2011.0,3.0,21.0,0,0,0,0,79,19,1,0,2200.0,14945.7,10497.58,7144.72,3352.86,14289.44,6.79,1
2011.0,3.0,21.0,0,0,0,0,43,15,14,0,1100.0,7911.75,5933.81,3422.65,2511.16,6845.3,7.19,2
2011.0,3.0,21.0,0,0,0,0,133,15,14,0,220.0,1339.8,1004.86,684.53,320.33,1369.06,6.09,2
2011.0,3.0,21.0,0,0,0,0,42,0,10,0,6600.0,37768.5,30124.87,20535.9,9588.97,41071.8,5.72,2
2011.0,3.0,21.0,0,0,0,0,24,7,12,0,1100.0,6849.15,5136.86,3422.65,1714.21,6845.3,6.23,2
2011.0,3.0,21.0,0,0,0,0,111,20,4,0,11000.0,71610.0,49615.5,34226.5,15389.0,68453.0,6.51,2
2011.0,3.0,21.0,0,0,0,0,168,20,18,0,8800.0,60060.0,41612.99,27381.2,14231.79,54762.4,6.83,2
2011.0,3.0,21.0,0,0,0,0,41,20,18,0,30580.0,200681.25,139043.44,95149.67,43893.77,190299.34,6.56,2
2011.0,3.0,21.0,0,0,0,0,70,1,4,0,13200.0,73159.27,61625.52,41071.8,20553.72,82143.6,5.54,2
2011.0,3.0,28.0,0,0,0,0,76,18,9,0,640.0,4717.44,3313.45,2072.83,1240.62,4145.66,7.37,0
2011.0,3.0,28.0,0,0,0,0,5,14,20,0,1546.0,10064.46,7548.35,4872.37,2675.98,9744.74,6.51,1
2011.0,3.0,28.0,0,0,0,0,1,19,4,0,6600.0,41302.8,29010.3,20800.56,8209.74,41601.12,6.26,1
